departamento_codigo,departamento,municipio_indice,municipio_codigo,municipio,fecha_extraccion,fuente_url
06,SANTA ROSA,9,07,SAN JUAN TECUACO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
06,SANTA ROSA,10,05,SAN RAFAEL LAS FLORES,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
06,SANTA ROSA,11,12,SANTA CRUZ NARANJO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
06,SANTA ROSA,12,10,SANTA MARIA IXHUATAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
06,SANTA ROSA,13,03,SANTA ROSA DE LIMA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
06,SANTA ROSA,14,09,TAXISCO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,1,08,CONCEPCION,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,2,05,NAHUALA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,3,10,PANAJACHEL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,4,09,SAN ANDRES SEMETABAJ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,5,12,SAN ANTONIO PALOPO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,6,02,SAN JOSE CHACAYA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,7,17,SAN JUAN LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,8,13,SAN LUCAS TOLIMAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,9,16,SAN MARCOS LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,10,15,SAN PABLO LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,11,18,SAN PEDRO LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,12,06,SANTA CATARINA IXTAHUACAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,13,11,SANTA CATARINA PALOPO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,14,07,SANTA CLARA LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,15,14,SANTA CRUZ LA LAGUNA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,16,04,SANTA LUCIA UTATLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,17,03,SANTA MARIA VISITACION,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,18,19,SANTIAGO ATITLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
07,SOLOLA,19,01,SOLOLA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,1,13,CHICACAO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,2,02,CUYOTENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,3,01,MAZATENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,4,14,PATULUL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,5,19,PUEBLO NUEVO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,6,20,RIO BRAVO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,7,08,SAMAYAC,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,8,10,SAN ANTONIO SUCHITEPEQUEZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,9,04,SAN BERNARDINO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,10,03,SAN FRANCISCO ZAPOTITLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,11,12,SAN GABRIEL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,12,05,SAN JOSE EL IDOLO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,13,21,SAN JOSE LA MAQUINA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,14,16,SAN JUAN BAUTISTA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,15,07,SAN LORENZO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,16,11,SAN MIGUEL PANAM,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,17,09,SAN PABLO JOCOPILAS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,18,15,SANTA BARBARA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,19,06,SANTO DOMINGO SUCHITEPEQUEZ,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,20,17,SANTO TOMAS LA UNION,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
10,SUCHITEPEQUEZ,21,18,ZUNILITO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,1,05,MOMOSTENANGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,2,04,SAN ANDRES XECUL,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,3,08,SAN BARTOLO AGUAS CALIENTES,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,4,02,SAN CRISTOBAL TOTONICAPAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,5,03,SAN FRANCISCO EL ALTO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,6,07,SANTA LUCIA LA REFORMA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,7,06,SANTA MARIA CHIQUIMULA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
08,TOTONICAPAN,8,01,TOTONICAPAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,0,TODOS,TODOS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,1,07,CABAÑAS,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,2,02,ESTANZUELA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,3,04,GUALAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,4,10,HUITE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,5,09,LA UNION,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,6,03,RIO HONDO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,7,08,SAN DIEGO,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,8,11,SAN JORGE,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,9,05,TECULUTAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,10,06,USUMATLAN,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
19,ZACAPA,11,01,ZACAPA,2026-07-14T23:53:06+00:00,https://www.mineduc.gob.gt/BUSCAESTABLECIMIENTO_GE/
